Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
D542,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,107.0,-68.0,-90.0,top
D543,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,110.0,-68.0,-90.0,top
D544,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,113.0,-68.0,-90.0,top
D545,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,20.0,-71.0,-90.0,top
D546,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,23.0,-71.0,-90.0,top
D547,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,26.0,-71.0,-90.0,top
D548,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,29.0,-71.0,-90.0,top
D549,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,32.0,-71.0,-90.0,top
D550,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,35.0,-71.0,-90.0,top
D551,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,38.0,-71.0,-90.0,top
D552,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,41.0,-71.0,-90.0,top
D553,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,44.0,-71.0,-90.0,top
D554,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,47.0,-71.0,-90.0,top
D555,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,50.0,-71.0,-90.0,top
D556,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,53.0,-71.0,-90.0,top
D557,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,56.0,-71.0,-90.0,top
D558,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,59.0,-71.0,-90.0,top
D559,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,62.0,-71.0,-90.0,top
D560,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,65.0,-71.0,-90.0,top
D561,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,68.0,-71.0,-90.0,top
D562,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,71.0,-71.0,-90.0,top
D563,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,74.0,-71.0,-90.0,top
D564,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,77.0,-71.0,-90.0,top
D565,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,80.0,-71.0,-90.0,top
D566,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,83.0,-71.0,-90.0,top
D567,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,86.0,-71.0,-90.0,top
D568,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,89.0,-71.0,-90.0,top
D569,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,92.0,-71.0,-90.0,top
D570,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,95.0,-71.0,-90.0,top
D571,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,98.0,-71.0,-90.0,top
D572,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,101.0,-71.0,-90.0,top
D573,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,104.0,-71.0,-90.0,top
D574,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,107.0,-71.0,-90.0,top
D575,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,110.0,-71.0,-90.0,top
D576,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,113.0,-71.0,-90.0,top
D577,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,20.0,-74.0,-90.0,top
D578,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,23.0,-74.0,-90.0,top
D579,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,26.0,-74.0,-90.0,top
D580,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,29.0,-74.0,-90.0,top
D581,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,32.0,-74.0,-90.0,top
D582,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,35.0,-74.0,-90.0,top
D583,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,38.0,-74.0,-90.0,top
D584,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,41.0,-74.0,-90.0,top
D585,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,44.0,-74.0,-90.0,top
D586,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,47.0,-74.0,-90.0,top
D587,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,50.0,-74.0,-90.0,top
D588,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,53.0,-74.0,-90.0,top
D589,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,56.0,-74.0,-90.0,top
D590,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,59.0,-74.0,-90.0,top
D591,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,62.0,-74.0,-90.0,top
D592,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,65.0,-74.0,-90.0,top
D593,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,68.0,-74.0,-90.0,top
D594,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,71.0,-74.0,-90.0,top
D595,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,74.0,-74.0,-90.0,top
D596,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,77.0,-74.0,-90.0,top
D597,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,80.0,-74.0,-90.0,top
D598,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,83.0,-74.0,-90.0,top
D599,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,86.0,-74.0,-90.0,top
D600,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,89.0,-74.0,-90.0,top
D601,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,92.0,-74.0,-90.0,top
D602,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,95.0,-74.0,-90.0,top
D603,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,98.0,-74.0,-90.0,top
D604,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,101.0,-74.0,-90.0,top
D605,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,104.0,-74.0,-90.0,top
D606,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,107.0,-74.0,-90.0,top
D607,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,110.0,-74.0,-90.0,top
D608,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,113.0,-74.0,-90.0,top
D609,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,20.0,-77.0,-90.0,top
D610,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,23.0,-77.0,-90.0,top
D611,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,26.0,-77.0,-90.0,top
D612,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,29.0,-77.0,-90.0,top
D613,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,32.0,-77.0,-90.0,top
D614,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,35.0,-77.0,-90.0,top
D615,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,38.0,-77.0,-90.0,top
D616,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,41.0,-77.0,-90.0,top
D617,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,44.0,-77.0,-90.0,top
D618,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,47.0,-77.0,-90.0,top
D619,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,50.0,-77.0,-90.0,top
D620,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,53.0,-77.0,-90.0,top
D621,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,56.0,-77.0,-90.0,top
D622,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,59.0,-77.0,-90.0,top
D623,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,62.0,-77.0,-90.0,top
D624,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,65.0,-77.0,-90.0,top
D625,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,68.0,-77.0,-90.0,top
D626,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,71.0,-77.0,-90.0,top
D627,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,74.0,-77.0,-90.0,top
D628,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,77.0,-77.0,-90.0,top
D629,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,80.0,-77.0,-90.0,top
D630,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,83.0,-77.0,-90.0,top
D631,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,86.0,-77.0,-90.0,top
D632,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,89.0,-77.0,-90.0,top
D633,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,92.0,-77.0,-90.0,top
D634,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,95.0,-77.0,-90.0,top
D635,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,98.0,-77.0,-90.0,top
D636,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,101.0,-77.0,-90.0,top
D637,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,104.0,-77.0,-90.0,top
D638,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,107.0,-77.0,-90.0,top
D639,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,110.0,-77.0,-90.0,top
D640,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,113.0,-77.0,-90.0,top
D641,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,20.0,-80.0,-90.0,top
D642,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,23.0,-80.0,-90.0,top
D643,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,26.0,-80.0,-90.0,top
D644,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,29.0,-80.0,-90.0,top
D645,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,32.0,-80.0,-90.0,top
D646,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,35.0,-80.0,-90.0,top
D647,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,38.0,-80.0,-90.0,top
D648,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,41.0,-80.0,-90.0,top
D649,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,44.0,-80.0,-90.0,top
D650,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,47.0,-80.0,-90.0,top
D651,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,50.0,-80.0,-90.0,top
D652,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,53.0,-80.0,-90.0,top
D653,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,56.0,-80.0,-90.0,top
D654,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,59.0,-80.0,-90.0,top
D655,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,62.0,-80.0,-90.0,top
D656,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,65.0,-80.0,-90.0,top
D657,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,68.0,-80.0,-90.0,top
D658,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,71.0,-80.0,-90.0,top
D659,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,74.0,-80.0,-90.0,top
D660,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,77.0,-80.0,-90.0,top
D661,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,80.0,-80.0,-90.0,top
D662,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,83.0,-80.0,-90.0,top
D663,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,86.0,-80.0,-90.0,top
D664,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,89.0,-80.0,-90.0,top
D665,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,92.0,-80.0,-90.0,top
D666,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,95.0,-80.0,-90.0,top
D667,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,98.0,-80.0,-90.0,top
D668,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,101.0,-80.0,-90.0,top
D669,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,104.0,-80.0,-90.0,top
D670,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,107.0,-80.0,-90.0,top
D671,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,110.0,-80.0,-90.0,top
D672,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,113.0,-80.0,-90.0,top
D673,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,20.0,-83.0,-90.0,top
D674,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,23.0,-83.0,-90.0,top
D675,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,26.0,-83.0,-90.0,top
D676,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,29.0,-83.0,-90.0,top
D677,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,32.0,-83.0,-90.0,top
D678,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,35.0,-83.0,-90.0,top
D679,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,38.0,-83.0,-90.0,top
D680,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,41.0,-83.0,-90.0,top
D681,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,44.0,-83.0,-90.0,top
D682,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,47.0,-83.0,-90.0,top
D683,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,50.0,-83.0,-90.0,top
D684,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,53.0,-83.0,-90.0,top
D685,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,56.0,-83.0,-90.0,top
D686,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,59.0,-83.0,-90.0,top
D687,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,62.0,-83.0,-90.0,top
D688,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,65.0,-83.0,-90.0,top
D689,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,68.0,-83.0,-90.0,top
D690,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,71.0,-83.0,-90.0,top
D691,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,74.0,-83.0,-90.0,top
D692,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,77.0,-83.0,-90.0,top
D693,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,80.0,-83.0,-90.0,top
D694,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,83.0,-83.0,-90.0,top
D695,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,86.0,-83.0,-90.0,top
D696,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,89.0,-83.0,-90.0,top
D697,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,92.0,-83.0,-90.0,top
D698,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,95.0,-83.0,-90.0,top
D699,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,98.0,-83.0,-90.0,top
D700,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,101.0,-83.0,-90.0,top
D701,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,104.0,-83.0,-90.0,top
D702,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,107.0,-83.0,-90.0,top
D703,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,110.0,-83.0,-90.0,top
D704,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,113.0,-83.0,-90.0,top
D705,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,20.0,-86.0,-90.0,top
D706,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,23.0,-86.0,-90.0,top
D707,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,26.0,-86.0,-90.0,top
D708,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,29.0,-86.0,-90.0,top
D709,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,32.0,-86.0,-90.0,top
D710,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,35.0,-86.0,-90.0,top
D711,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,38.0,-86.0,-90.0,top
D712,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,41.0,-86.0,-90.0,top
D713,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,44.0,-86.0,-90.0,top
D714,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,47.0,-86.0,-90.0,top
D715,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,50.0,-86.0,-90.0,top
D716,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,53.0,-86.0,-90.0,top
D717,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,56.0,-86.0,-90.0,top
D718,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,59.0,-86.0,-90.0,top
D719,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,62.0,-86.0,-90.0,top
D720,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,65.0,-86.0,-90.0,top
D721,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,68.0,-86.0,-90.0,top
D722,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,71.0,-86.0,-90.0,top
D723,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,74.0,-86.0,-90.0,top
D724,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,77.0,-86.0,-90.0,top
D725,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,80.0,-86.0,-90.0,top
D726,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,83.0,-86.0,-90.0,top
D727,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,86.0,-86.0,-90.0,top
D728,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,89.0,-86.0,-90.0,top
D729,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,92.0,-86.0,-90.0,top
D730,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,95.0,-86.0,-90.0,top
D731,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,98.0,-86.0,-90.0,top
D732,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,101.0,-86.0,-90.0,top
D733,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,104.0,-86.0,-90.0,top
D734,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,107.0,-86.0,-90.0,top
D735,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,110.0,-86.0,-90.0,top
D736,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,113.0,-86.0,-90.0,top
D737,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,20.0,-89.0,-90.0,top
D738,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,23.0,-89.0,-90.0,top
D739,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,26.0,-89.0,-90.0,top
D740,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,29.0,-89.0,-90.0,top
D741,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,32.0,-89.0,-90.0,top
D742,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,35.0,-89.0,-90.0,top
D743,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,38.0,-89.0,-90.0,top
D744,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,41.0,-89.0,-90.0,top
D745,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,44.0,-89.0,-90.0,top
D746,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,47.0,-89.0,-90.0,top
D747,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,50.0,-89.0,-90.0,top
D748,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,53.0,-89.0,-90.0,top
D749,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,56.0,-89.0,-90.0,top
D750,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,59.0,-89.0,-90.0,top
D751,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,62.0,-89.0,-90.0,top
D752,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,65.0,-89.0,-90.0,top
D753,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,68.0,-89.0,-90.0,top
D754,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,71.0,-89.0,-90.0,top
D755,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,74.0,-89.0,-90.0,top
D756,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,77.0,-89.0,-90.0,top
D757,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,80.0,-89.0,-90.0,top
D758,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,83.0,-89.0,-90.0,top
D759,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,86.0,-89.0,-90.0,top
D760,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,89.0,-89.0,-90.0,top
D761,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,92.0,-89.0,-90.0,top
D762,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,95.0,-89.0,-90.0,top
D763,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,98.0,-89.0,-90.0,top
D764,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,101.0,-89.0,-90.0,top
D765,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,104.0,-89.0,-90.0,top
D766,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,107.0,-89.0,-90.0,top
D767,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,110.0,-89.0,-90.0,top
D768,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,113.0,-89.0,-90.0,top
D769,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,20.0,-92.0,-90.0,top
D770,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,23.0,-92.0,-90.0,top
D771,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,26.0,-92.0,-90.0,top
D772,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,29.0,-92.0,-90.0,top
D773,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,32.0,-92.0,-90.0,top
D774,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,35.0,-92.0,-90.0,top
D775,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,38.0,-92.0,-90.0,top
D776,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,41.0,-92.0,-90.0,top
D777,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,44.0,-92.0,-90.0,top
D778,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,47.0,-92.0,-90.0,top
D779,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,50.0,-92.0,-90.0,top
D780,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,53.0,-92.0,-90.0,top
D781,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,56.0,-92.0,-90.0,top
D782,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,59.0,-92.0,-90.0,top
D783,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,62.0,-92.0,-90.0,top
D784,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,65.0,-92.0,-90.0,top
D785,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,68.0,-92.0,-90.0,top
D786,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,71.0,-92.0,-90.0,top
D787,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,74.0,-92.0,-90.0,top
D788,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,77.0,-92.0,-90.0,top
D789,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,80.0,-92.0,-90.0,top
D790,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,83.0,-92.0,-90.0,top
D791,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,86.0,-92.0,-90.0,top
D792,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,89.0,-92.0,-90.0,top
D793,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,92.0,-92.0,-90.0,top
D794,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,95.0,-92.0,-90.0,top
D795,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,98.0,-92.0,-90.0,top
D796,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,101.0,-92.0,-90.0,top
D797,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,104.0,-92.0,-90.0,top
D798,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,107.0,-92.0,-90.0,top
D799,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,110.0,-92.0,-90.0,top
D800,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,113.0,-92.0,-90.0,top
D801,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,20.0,-95.0,-90.0,top
D802,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,23.0,-95.0,-90.0,top
D803,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,26.0,-95.0,-90.0,top
D804,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,29.0,-95.0,-90.0,top
D805,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,32.0,-95.0,-90.0,top
D806,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,35.0,-95.0,-90.0,top
D807,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,38.0,-95.0,-90.0,top
D808,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,41.0,-95.0,-90.0,top
D809,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,44.0,-95.0,-90.0,top
D810,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,47.0,-95.0,-90.0,top
D811,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,50.0,-95.0,-90.0,top
D812,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,53.0,-95.0,-90.0,top
D813,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,56.0,-95.0,-90.0,top
D814,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,59.0,-95.0,-90.0,top
D815,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,62.0,-95.0,-90.0,top
D816,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,65.0,-95.0,-90.0,top
D817,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,68.0,-95.0,-90.0,top
D818,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,71.0,-95.0,-90.0,top
D819,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,74.0,-95.0,-90.0,top
D820,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,77.0,-95.0,-90.0,top
D821,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,80.0,-95.0,-90.0,top
D822,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,83.0,-95.0,-90.0,top
D823,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,86.0,-95.0,-90.0,top
D824,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,89.0,-95.0,-90.0,top
D825,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,92.0,-95.0,-90.0,top
D826,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,95.0,-95.0,-90.0,top
